Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
pepper,6,"5,324",8.58,8.8,2.653,3.18,2.428,2,8,8,2,2,5.1,5.971,5.971,5.055,5.055,0,,2,5.1,1.7,4.59,0.574,"1,513",0.901,5.47,5.875,5.63,4.3,5.75,"21,715","4,343.00","4,990","p""E.p@`",4,2,{pepper},"{p""E.p@`}",1,NN|VB,661.219,-0.606,257.636,28,0.97,615.143,-0.568,139.969,,1
petrified,9,286,5.656,1.73,1.949,0.86,1.863,1,1,1,1,1,1.4,1.386,1.386,1.386,1.386,0,,1,1.4,4.08,3.17,0.362,0,1.657,9.05,,3.37,5.17,3.58,"30,515","3,814.38","5,385","p""E.tr@.faId",8,3,{petr--ify}>ed>,"{p""E.tr--@.faI}>d>",3,JJ|VB,834.194,0.222,323.333,28,0.91,693.643,-0.126,171.892,,1
physics,7,"29,221",10.283,9.45,2.684,2.93,2.393,1,1,1,0,0,1.6,10.697,10.697,,,0,,1,1.6,6.39,3.07,0.613,"4,033",1.073,11.68,1.852,5.53,4.27,5.16,"10,099","1,683.17","1,793","f""I.zIks",6,2,{phys--ics},"{f""I.z--Iks}",2,NN,745.545,-0.238,363.415,25,1,675.28,-0.114,155.417,,0.962
pink,4,"13,066",9.478,28.47,3.162,9.68,2.91,15,15,15,8,8,7.6,7.476,7.476,7.873,7.873,2,10.6,13,7.1,1.24,3.93,0.623,"4,956",1.545,3.8,1.407,6.68,4.35,6.74,"17,111","5,703.67","1,834","p""INk",4,1,{pink},"{p""INk}",1,JJ|NN,568.824,-0.736,197.309,26,1,588.154,-0.552,116.981,,1
pipe,4,"12,205",9.41,19.39,2.996,7.67,2.809,7,19,19,6,6,8,7.491,7.491,8.324,8.324,0,,7,8,1.17,4.88,0.609,"3,934",1.467,8.17,5.654,4.75,4.11,5.92,"6,050","2,016.67","1,361","p""aIp",3,1,{pipe},"{p""aIp}",1,NN|VB,671.485,-0.438,268.186,27,0.97,569.963,-0.632,70.69,,1
planet,6,"26,589",10.188,38.73,3.296,10.23,2.934,3,1,1,0,0,6.7,0.693,0.693,,,0,,3,6.7,1.53,4.58,0.645,"6,581",1.313,6.67,4.2,6.27,4.35,6.11,"21,104","4,220.80","3,886","pl""a.n@t",6,2,{planet},"{pl""a.n@t}",1,NN,594.676,-0.75,138.689,25,1,599.28,-0.575,87.922,,0.962
plug,4,"15,792",9.667,10.41,2.726,4.72,2.599,3,7,7,3,3,8.9,7.68,7.68,8.886,8.886,1,11.5,2,7.6,1.09,4.64,0.562,316,1.568,6.05,5.875,4.42,3.35,5.67,"3,270","1,090.00","1,135","pl""Vg",4,1,{plug},"{pl""Vg}",1,NN|VB,609.441,-0.628,208.976,27,1,569.111,-0.665,75.161,,1
polite,6,"5,981",8.696,13.94,2.853,7.06,2.773,3,1,1,0,0,5.4,6.443,6.443,,,1,10.8,2,2.8,1.6,1.85,0.478,0,1.672,4.63,,6.57,2.95,7.4,"23,303","4,660.60","4,351","p@.l""aIt",5,2,{polite},"{p@.l""aIt}",1,JJ,640.688,-0.504,276.375,28,0.97,626.964,-0.614,157.203,,1
pond,4,"3,604",8.19,6.33,2.51,2.47,2.318,8,18,18,4,4,6.8,5.723,5.723,7.42,7.42,2,8.9,6,6.1,1.2,4.9,0.593,"2,542",1.341,5.16,4.5,6.32,2.32,5.95,"13,638","4,546.00","3,744","p""And",4,1,{pond},"{p""And}",1,NN,560.033,-0.722,102.467,25,0.94,554.04,-0.727,65.039,,1
pool,4,"16,200",9.693,46.98,3.38,14.31,3.079,10,32,32,6,6,8.5,7.179,7.179,8.761,8.761,3,10.7,7,7.5,1.14,4.77,0.644,"6,536",1.643,5.15,6.042,6.78,3.65,6.39,"6,780","2,260.00","2,060","p""ul",3,1,{pool},"{p""ul}",1,NN|VB,581.061,-0.743,196.359,29,1,574.552,-0.632,103.526,,1
poor,4,"53,482",10.887,129.08,3.818,38.44,3.509,8,28,28,4,4,7.8,8.405,8.405,6.8,6.8,1,10.9,7,7.3,1.4,2.7,0.679,"8,566",1.989,6.11,1.87,3.67,4.67,4,"9,199","3,066.33","2,236","p""Ur",3,1,{poor},"{p""Ur}",1,JJ,588.118,-0.77,218.853,28,0.97,591.5,-0.746,80.358,,1
popcorn,7,949,6.855,9.12,2.668,3.68,2.491,0,0,0,0,0,,,,,,,,,,,5,0.435,0,1.188,4.17,6,7.26,5.23,5.39,"14,508","2,418.00","2,428","p""Ap.k%Orn",7,2,{pop}{corn},"{p""Ap}.{k%Orn}",2,NN,621.061,-0.551,186.609,26,1,588.269,-0.672,99.791,,1
posh,4,313,5.746,1.27,1.819,0.6,1.708,12,22,22,8,8,6.6,6.403,6.403,5.933,5.933,7,8.7,5,3.8,0.87,2.41,0.367,0,1.525,11.88,,5.58,3.95,5.45,"6,780","2,260.00","1,756","p""AS",3,1,{posh},"{p""AS}",1,JJ|VB,716.958,-0.205,229.462,27,0.69,599.444,-0.574,129.345,,1
potato,6,"3,178",8.064,11.29,2.761,4.59,2.587,0,0,0,0,0,,,,,,,,,,,4.85,0.562,51,1.514,4.84,5.6,6.4,2.38,5.46,"18,720","3,744.00","2,703","p@.t""e.4o",6,3,{potato},"{p@.t""e.4o}",1,NN,749.2,-0.22,286.15,27,0.94,657,-0.469,139.539,,1
pretty,6,"129,994",11.775,392.22,4.301,75.63,3.802,0,5,5,0,0,,4.992,4.992,,,,,,,,2.4,0.615,"4,483",1.776,4.09,1.565,7.7,5.5,6.7,"16,340","3,268.00","3,730","pr""I.4i",5,2,{pretty},"{pr""I.4i}",1,RB|JJ,613.879,-0.65,177.809,27,0.97,637.667,-0.355,171.972,,1
priest,6,"14,417",9.576,26.2,3.126,6.22,2.719,2,6,6,0,0,2,7.036,7.036,,,0,,2,2,4.76,4.77,0.629,"5,357",1.39,7.1,4.56,4.5,3.76,5.82,"32,971","6,594.20","4,723","pr""ist",5,1,{priest},"{pr""ist}",1,NN,687.727,-0.443,332.862,27,0.97,583.259,-0.615,88.313,,1
prosecutor,10,"2,268",7.727,7.18,2.565,1.93,2.212,0,0,0,0,0,,,,,,,,,,,4.24,0.567,285,1.262,11.47,4.64,3.55,6.17,5.12,"26,296","2,921.78","5,293","pr""A.s@.kj%u4.@`",10,4,{pro--secute}>or>,"{pr""A-.-s@.kj%u4}.>@`>",3,NN,789.818,-0.017,348.248,26,0.97,706.231,-0.131,198.62,,1
puppy,5,"8,534",9.052,11.45,2.767,4.57,2.584,4,8,8,3,3,4.9,5.141,5.141,5.241,5.241,0,,4,4.9,1.85,4.78,0.503,0,0.932,3.28,6.25,7.85,5.84,6.24,"2,679",669.75,"1,105","p""V.pi",4,2,{pupp--y},"{p""V.p--i}",2,NN,600.485,-0.673,196.702,26,0.97,636.5,-0.499,172.08,,1
purple,6,"9,407",9.149,12.33,2.799,5.03,2.626,0,3,3,0,0,,8.769,8.769,,,,,,,,4.04,0.609,"3,866",1.564,3.6,1.44,5.6,4.05,5.85,"12,150","2,430.00","3,329","p""3`.pl=",4,2,{purple},"{p""3`.pl=}",1,JJ|NN,584.303,-0.648,166.572,27,1,573.148,-0.655,86.697,,1
quake,5,"3,997",8.293,1.61,1.919,0.57,1.69,0,6,6,0,0,,6.894,6.894,,,,,,,,3.64,0.497,0,1.475,8.15,1.917,3.3,6.9,2.71,"4,530","1,132.50","1,330","kw""ek",4,1,{quake},"{kw""ek}",1,NN|VB,669.484,-0.427,304.129,27,0.97,592.333,-0.623,100.865,,1
quiet,5,"13,086",9.479,117.22,3.777,37.37,3.496,3,0,0,0,0,5.6,,,,,0,,3,5.6,1.71,2.76,0.624,"5,505",1.853,4.15,1.96,6.47,1.95,5.8,"9,220","2,305.00","1,290","kw""aI@t",5,1,{quiet},"{kw""aI@t}",1,JJ|VB|NN,645.281,-0.584,374.543,27,0.97,592.741,-0.625,101.878,,1
rain,4,"17,801",9.787,48.9,3.397,17.24,3.16,12,51,63,10,13,8.1,7.648,7.545,8.199,8.06,3,10.6,9,7.3,1.2,4.97,0.631,"5,655",1.575,3.6,4.958,6.58,3.29,4.25,"22,375","7,458.33","1,956","r""en",3,1,{rain},"{r""en}",1,NN|VB,551.839,-0.836,124.902,26,1,584,-0.666,254.855,,1
raincoat,8,191,5.252,1.65,1.929,0.81,1.839,0,0,0,0,0,,,,,,,,,,,5,0.248,0,1.329,5.5,5.955,5.63,3.48,5.42,"38,576","5,510.86","4,042","r""en.k%ot",6,2,{rain}{coat},"{r""en}.{k%ot}",2,NN,740.324,-0.275,308.053,28,0.97,637.179,-0.398,94.672,,1
raining,7,"1,159",7.055,9.78,2.699,4.51,2.579,7,21,31,5,10,6.4,6.247,6.12,6.764,6.289,4,8,3,4.2,1.1,,0.388,0,1.554,3.6,,,,,"48,892","8,148.67","6,054","r""en.IN",5,2,{rain}>ing>,"{r""en}.>IN>",2,VB|NN,598.529,-0.551,123.042,26,0.97,633.308,-0.492,279.533,,1
rake,4,919,6.823,2.98,2.185,1.04,1.944,17,43,43,16,16,9.2,7.816,7.816,9.083,9.083,15,9.8,2,4.1,0.74,4.84,0.414,0,1.628,5.32,6.136,4.75,4.22,5.24,"8,502","2,834.00",895,"r""ek",3,1,{rake},"{r""ek}",1,VB|NN,612.862,-0.429,186.674,28,0.91,541.5,-0.778,106.005,,1
rare,4,"36,258",10.498,21.31,3.037,10.3,2.937,17,36,36,9,9,8,8.721,8.721,7.933,7.933,3,11.2,14,7.3,1.31,1.96,0.665,"7,621",2.075,7.45,,6.05,5.1,5.08,"20,328","6,776.00","3,683","r""Er",3,1,{rare},"{r""Er}",1,JJ,566.97,-0.686,162.721,27,0.97,570.148,-0.682,84.28,,1
recorders,9,"1,411",7.252,0.63,1.518,0.32,1.447,0,1,1,0,0,,8.36,8.36,,,,,,,,,,,,,,,,,"43,728","5,466.00","6,869","rI.k""Or4.@`z",8,3,{record}>er>>s>,"{rI.k""Or4}.>@`>>z>",3,NN,,,,,,,,,,
red,3,"103,819",11.55,148.06,3.878,36.27,3.483,18,35,35,13,13,8.6,8.497,8.497,9.109,9.109,0,,18,8.6,1.34,4.24,0.685,"8,842",1.879,3.68,1.577,5.67,5.02,5.2,"16,364","8,182.00","2,865","r""Ed",3,1,{red},"{r""Ed}",1,JJ|NN,542.758,-0.865,140.589,28,0.97,542.821,-0.815,73.491,,1
register,8,"20,789",9.942,11,2.75,5.04,2.627,1,0,0,0,0,5.1,,,,,0,,1,5.1,1.96,3.87,0.61,"3,922",1.748,8.63,4,5.43,3.14,5.29,"45,219","6,459.86","6,749","r""E.dZI.st@`",7,3,{register},"{r""E.dZI.st@`}",1,VB|NN,606.147,-0.55,134.358,26,1,570.308,-0.627,101.714,,0.963
ribbon,6,"3,592",8.186,5.06,2.413,1.86,2.196,1,3,3,1,1,5.5,7.183,7.183,5.455,5.455,0,,1,5.5,1.5,4.89,0.56,390,1.598,5.25,6.375,6.7,3.63,5.31,"17,393","3,478.60","1,954","r""I.b@n",5,2,{ribbon},"{r""I.b@n}",1,NN,752.967,-0.222,402.307,27,0.94,580.519,-0.615,82.162,,0.964
ripe,4,"1,286",7.159,4.18,2.33,2.18,2.265,14,27,27,11,11,7.5,7.926,7.926,8.279,8.279,8,9.1,6,5.4,0.95,3.3,0.484,0,1.716,7.11,1.963,5.57,4.78,5.72,"10,373","3,457.67","1,159","r""aIp",3,1,{ripe},"{r""aIp}",1,JJ|NN,708.188,-0.379,260.59,27,0.97,599.074,-0.615,112.452,,1
river,5,"27,274",10.214,55.47,3.452,14.44,3.083,13,12,12,5,5,5.9,6.295,6.295,7.108,7.108,0,,13,5.9,1.73,4.89,0.647,"5,936",1.543,4.9,4.64,6.72,4.22,4.89,"24,313","6,078.25","3,600","r""I.v@`",4,2,{river},"{r""I.v@`}",1,NN,605.824,-0.544,152.572,28,1,600.071,-0.561,121.245,,1
roof,4,"5,626",8.635,35.65,3.26,13.69,3.06,9,27,27,6,6,7.2,6.488,6.488,7.466,7.466,2,10.8,7,6.1,1.21,4.79,0.621,"4,746",1.627,5,3.792,4.48,3.4,7.05,"6,677","2,225.67","1,522","r""uf",3,1,{roof},"{r""uf}",1,NN,641.147,-0.644,301.8,28,1,567.5,-0.702,175.141,,1
rough,5,"10,148",9.225,37.39,3.281,17.27,3.161,10,24,27,3,3,5.6,7.217,7.187,5.951,5.951,1,9.8,9,5.1,1.66,3.83,0.629,"5,637",1.936,6.21,1.885,3.68,5.43,4.88,"9,578","2,394.50","2,050","r""Vf",3,1,{rough},"{r""Vf}",1,JJ|RB|VB,614.971,-0.628,199.184,29,1,603.724,-0.536,134.001,,1
salad,5,"2,491",7.82,17.02,2.939,6.99,2.769,0,4,4,0,0,,4.695,4.695,,,,,,,,4.97,0.51,0,1.113,5.61,6.111,6.35,3.78,6.11,"13,743","3,435.75","2,575","s""a.l@d",5,2,{salad},"{s""a.l@d}",1,NN,645.824,-0.52,240.866,27,1,627.556,-0.512,83.131,,1
satisfactory,12,"2,529",7.836,3,2.188,1.5,2.104,0,0,0,0,0,,,,,,,,,,,1.8,0.553,2,2.099,8.84,,6.62,3.14,6.12,"39,347","3,577.00","3,897","s%a.4@s.f""ak.t@`.ri",12,5,{satis--fact--ory},"{s%a.4@s-.-f""ak.t--@`.ri}",3,JJ,782,-0.039,301.957,26,0.97,658.615,-0.221,87.5,,0.963
scarce,6,"1,890",7.544,1.71,1.944,0.98,1.919,0,4,4,0,0,,6.601,6.601,,,,,,,,2.57,0.561,342,1.893,10.53,1.44,3.37,3.9,4.04,"15,335","3,067.00","2,220","sk""Ers",5,1,{scarce},"{sk""Ers}",1,JJ,669.312,-0.339,146.774,24,0.97,695.833,0,112.812,,0.923
scared,6,"7,739",8.954,133.39,3.833,39.53,3.521,9,9,9,5,5,6.9,6.936,6.936,6.95,6.95,1,9.8,8,6.6,1.29,2.5,0.559,54,1.589,3.79,2.52,2.8,6.1,4.2,"28,105","5,621.00","3,808","sk""Erd",5,1,{scare}>ed>,"{sk""Er}>d>",2,VB|JJ,687,-0.382,345.954,24,0.97,747.333,0.082,185.481,,0.923
scarf,5,826,6.717,4.69,2.38,1.97,2.22,6,3,3,2,2,4.7,5.576,5.576,5.264,5.264,3,8.1,3,1.4,1.43,4.97,0.435,0,1.465,5.68,6.435,6,2.39,6.39,"11,988","2,997.00","1,833","sk""Arf",5,1,{scarf},"{sk""Arf}",1,NN,696.242,-0.449,185.193,29,1,673.483,-0.194,137.645,,1
scarlet,7,"1,762",7.474,3.27,2.225,0.8,1.833,1,1,1,1,1,5.2,5.215,5.215,5.215,5.215,0,,1,5.2,1.43,4.04,0.563,534,1.469,11.358,,,,,"21,950","3,658.33","3,759","sk""Ar.l@t",7,2,{scarlet},"{sk""Ar.l@t}",1,JJ|NN,653.844,-0.422,237.715,27,0.97,672.593,-0.211,93.061,,1
shingle,7,129,4.86,0.75,1.591,0.36,1.491,1,5,5,0,0,0,6.768,6.768,,,0,,1,0,0,4.82,0.437,0,1.113,8.56,4.625,4.45,3.71,4.52,"36,003","6,000.50","3,652","S""IN.gl=",5,2,{shingle},"{S""IN.gl=}",1,NN|VB,753.345,0.049,239.556,26,0.88,672.154,-0.175,119.582,,1
silent,6,"9,257",9.133,23,3.07,9.36,2.895,0,1,1,0,0,,9.176,9.176,,,,,,,,3.67,0.631,"5,830",1.709,4.42,1.652,5.14,3.21,6.59,"25,394","5,078.80","3,449","s""aI.l@nt",6,2,{sil--ent},"{s""aI.l--@nt}",2,JJ,658.212,-0.521,265.246,28,1,665.643,-0.341,127.035,,1
silly,5,"21,570",9.979,57.1,3.464,22,3.266,12,31,31,9,9,6.2,6.305,6.305,6.552,6.552,0,,12,6.2,1.62,2.2,0.555,8,1.584,4.17,,6.72,4.86,6.5,"13,994","3,498.50","2,708","s""I.li",4,2,{silly},"{s""I.li}",1,JJ|NN,664.939,-0.557,265.811,26,1,632.577,-0.346,139.399,,1
skinny,6,"3,377",8.125,13.98,2.854,5.44,2.66,1,8,8,0,0,4,3.898,3.898,,,0,,1,4,2.02,3.57,0.461,0,1.441,5.16,2.24,5.36,4.27,5.79,"17,502","3,500.40","1,353","sk""In.i",5,2,{skin}>y>,"{sk""In}.>i>",2,JJ,623.941,-0.646,147.27,24,1,729.125,0.049,134.893,,1
sleet,5,140,4.942,0.65,1.532,0.36,1.491,7,18,18,5,5,8.3,7.585,7.585,8.043,8.043,7,8.3,0,,0.6,4.78,0.335,0,1.155,11.72,3.333,4.4,4,3.88,"12,501","3,125.25","1,972","sl""it",4,1,{sleet},"{sl""it}",1,NN,713.333,-0.355,240.67,27,0.79,667.963,-0.195,187.545,,1
slimy,5,"1,228",7.113,3.12,2.204,1.51,2.107,2,5,5,0,0,6.2,3.858,3.858,,,1,7.6,1,4.8,1.15,3.26,0.299,0,1.446,6.28,1.69,3.21,5.1,5,"8,810","2,202.50","1,258","sl""aIm.i",5,2,{slime}>y>,"{sl""aIm}.>i>",2,JJ,726.276,-0.161,251.17,27,0.88,726.37,-0.055,181.787,,0.964
slope,5,"2,688",7.897,2.94,2.179,1.43,2.083,3,14,14,2,2,5.7,7.079,7.079,6.864,6.864,1,9.3,2,3.9,1.39,4.07,0.579,"1,332",1.506,8.67,3.2,5.42,3.59,4.5,"8,800","2,200.00","2,000","sl""op",4,1,{slope},"{sl""op}",1,NN|VB,621.094,-0.47,191.168,26,0.97,688.846,-0.144,144.487,,1
sloppy,6,"2,425",7.794,5.88,2.479,3.05,2.41,2,5,5,2,2,6.6,5.416,5.416,6.627,6.627,1,10.2,1,3,1.18,2.44,0.374,0,1.825,5.89,1.455,3.42,3.64,3.62,"6,731","1,346.20","1,693","sl""Ap.i",5,2,{slop}>y>,"{sl""Ap}.>i>",2,JJ,567.152,-0.665,185.128,27,1,643.926,-0.393,106.86,,1
small,5,"158,742",11.975,124.96,3.804,42.12,3.548,3,3,3,2,2,9.4,8.843,8.843,8.557,8.557,0,,3,9.4,1.28,3.22,0.691,"8,973",2.226,3.22,2.48,5.76,3.43,4.53,"14,206","3,551.50","1,118","sm""Ol",4,1,{small},"{sm""Ol}",1,JJ|NN,537.938,-0.783,131.993,26,0.97,711.692,-0.23,173.39,,1
smart,5,"17,782",9.786,96.25,3.691,33.3,3.446,2,1,1,1,1,8,12.058,12.058,12.058,12.058,1,12.1,1,4,1.22,1.75,0.623,"5,422",1.803,5.5,,7.73,3.81,6.81,"12,389","3,097.25","1,499","sm""Art",5,1,{smart},"{sm""Art}",1,JJ|NN|VB,590.212,-0.774,344.088,27,0.97,652.333,-0.399,154.166,,1
snake,5,"5,217",8.56,22.35,3.057,6.27,2.722,6,10,10,3,3,6.4,6.793,6.793,6.572,6.572,1,8.6,5,6,1.34,5,0.603,"3,592",1.614,5.1,3.957,4.03,7.24,3.65,"5,865","1,466.25","1,346","sn""ek",4,1,{snake},"{sn""ek}",1,NN|VB,672.03,-0.589,371.855,24,0.97,692.125,-0.195,93.227,,1
snug,4,"1,259",7.138,1.43,1.869,0.79,1.826,5,7,7,5,5,6.5,6.509,6.509,6.498,6.498,2,7.8,3,5.6,1.1,2.54,0.272,0,1.531,6.38,1.913,5.63,3.25,5.54,"1,794",598,550,"sn""Vg",4,1,{snug},"{sn""Vg}",1,JJ,760.143,-0.137,272.155,24,0.85,727.292,-0.058,133.252,,0.923
soft,4,"22,233",10.009,32.02,3.213,14.44,3.083,5,10,10,3,3,7.5,5.684,5.684,8.18,8.18,1,11.3,4,6.6,1.33,3.88,0.636,"5,670",1.772,3.95,2.333,7.13,3.04,6.1,"2,344",781.333,794,"s""Oft",4,1,{soft},"{s""Oft}",1,JJ|RB,593.812,-0.515,204.203,27,0.97,628.852,-0.461,157.249,,1
soup,4,"6,046",8.707,25.2,3.109,9.1,2.883,5,21,21,2,2,7.5,6.812,6.812,5.778,5.778,2,9.7,3,6,1.16,4.72,0.557,197,1.491,5.37,5.577,7.05,4.24,6.64,"5,967","1,989.00","1,721","s""up",3,1,{soup},"{s""up}",1,NN|VB,539.559,-0.825,119.925,27,1,610.111,-0.414,89.252,,1
sour,4,"2,340",7.758,5.82,2.474,2.98,2.4,13,21,21,3,3,8.3,6.214,6.214,4.406,4.406,7,10.7,6,5.6,0.93,3.14,0.545,0,1.782,4.89,2.208,3.95,4.95,4.34,"8,032","2,677.33","2,014","s""aUr",3,1,{sour},"{s""aUr}",1,JJ|VB|NN,649.152,-0.504,275.175,27,1,643.963,-0.312,90.228,,1
special,7,"105,765",11.569,148.57,3.88,46.32,3.59,0,2,2,0,0,,6.214,6.214,,,,,,,,1.76,0.694,"9,332",2.24,5,,7.5,3.48,6.72,"17,216","2,869.33","2,602","sp""E.Sl=",5,2,{special},"{sp""E.Sl=}",1,JJ|NN,620.912,-0.464,170.611,27,1,690.074,-0.064,131.074,,1
splinter,8,548,6.306,1.47,1.881,0.64,1.74,1,4,4,1,1,4.9,6.028,6.028,4.913,4.913,0,,1,4.9,1.28,4.41,0.455,0,1.804,4.72,4.652,3.15,4.5,5.67,"50,430","7,204.29","5,468","spl""In4.@`",7,2,{splint}>er>,"{spl""In4}.>@`>",2,NN|VB,621.069,-0.365,168.312,26,0.91,658.038,-0.138,148.109,,1
spotted,7,"3,528",8.168,10.24,2.719,5.27,2.646,6,6,6,3,3,4.3,4.606,4.606,4.014,4.014,0,,6,4.3,1.9,3.6,0.597,"2,859",1.775,5.39,2.217,,,,"23,760","3,960.00","4,385","sp""A4.@d",6,2,{spot}>ed>,"{sp""A4}.>@d>",2,VB,698.515,-0.429,261.284,27,1,684.481,-0.192,123.831,,0.964
starving,8,"2,093",7.646,16.96,2.938,8.58,2.858,3,3,3,2,2,7.8,5.74,5.74,7.805,7.805,2,9.4,1,4.7,0.98,2.89,0.461,0,1.625,6.32,,2.86,5.1,4.86,"42,371","6,053.00","6,557","st""Arv.IN",7,2,{starve}>ing>,"{st""Arv}.>IN>",2,VB,657.882,-0.466,238.331,28,1,664.036,-0.148,130.691,,1
statue,6,"7,801",8.962,10.59,2.733,3.78,2.502,1,1,1,0,0,10.7,6.973,6.973,,,1,10.7,0,,0.84,4.93,0.613,"4,120",1.457,7.55,4.778,5.95,2.82,4.95,"21,663","4,332.60","2,972","st""a.tSu",5,2,{statue},"{st""a.tSu}",1,NN,695,-0.26,187.577,25,0.97,674,-0.256,150.099,,0.926
stove,5,"1,846",7.521,7.59,2.589,3.36,2.452,8,9,9,5,5,8.3,6.406,6.406,8.329,8.329,5,9.7,3,6,0.91,4.96,0.474,0,1.3,4.32,5.75,5.63,3.82,6.08,"14,823","3,705.75","2,405","st""ov",4,1,{stove},"{st""ov}",1,NN,664.853,-0.548,260.607,28,1,693.929,-0.051,116.227,,1
strange,7,"32,164",10.379,86.43,3.644,30.17,3.404,0,3,3,0,0,,6.672,6.672,,,,,,,,1.86,0.638,"6,112",1.802,6.42,1.583,4.72,3.5,5.28,"35,172","5,862.00","4,148","str""endZ",6,1,{strange},"{str""endZ}",1,JJ|NN,637.206,-0.558,180.608,26,1,669.077,-0.177,130.827,,1
stream,6,"11,580",9.357,8.04,2.614,3.51,2.47,2,6,6,2,2,8.4,6.508,6.508,8.367,8.367,0,,2,8.4,1.12,4.5,0.634,"5,615",1.802,6.47,4.679,6.9,4.35,5.09,"24,182","4,836.40","3,269","str""im",5,1,{stream},"{str""im}",1,NN|VB,627.781,-0.578,195.176,26,1,687.462,-0.05,161.083,,1
strenuous,9,421,6.043,0.59,1.491,0.35,1.477,0,0,0,0,0,,,,,,,,,,,2.55,0.415,0,1.769,12.18,,4.14,5.14,4.65,"33,741","4,217.63","4,527","str""E.nju@s",9,2,{strenuous},"{str""E.nju@s}",1,JJ,736.923,-0.045,195.612,25,0.81,783.92,0.338,127.057,,0.926
string,6,"33,204",10.41,12.67,2.811,6.02,2.704,5,14,14,5,5,7.3,6.238,6.238,7.305,7.305,1,11.1,4,6.3,1.43,4.76,0.636,"6,024",1.671,4.94,5.626,5.25,3.8,5.62,"40,305","8,061.00","4,348","str""IN",5,1,{string},"{str""IN}",1,NN|VB,619.647,-0.559,163.44,27,1,758.259,0.25,157.475,,1
stunning,8,"2,245",7.716,4.1,2.322,2.18,2.265,2,5,5,0,0,4.3,5.083,5.083,,,0,,2,4.3,1.79,2.21,0.553,84,1.647,9.74,,6.24,6.5,5.81,"39,554","5,650.57","6,488","st""Vn.IN",6,2,{stun}>ing>,"{st""Vn}.>IN>",2,JJ|NN|VB,750.2,-0.334,301.375,28,1,701.179,-0.056,141.88,,1
sunny,5,"4,385",8.386,7.67,2.593,3.47,2.465,7,15,19,5,9,5.6,6.819,6.903,6.252,6.572,2,9.5,5,4.1,1.49,4.2,0.566,838,1.663,6.17,1.913,7.95,5.38,5.11,"5,880","1,470.00","2,071","s""Vn.i",4,2,{sun}>y>,"{s""Vn}.>i>",2,JJ|NN,637.688,-0.472,210.986,27,0.97,658,-0.386,127.201,,1
swan,4,"1,631",7.397,6.82,2.543,1.28,2.033,11,13,13,3,3,7.6,5.879,5.879,7.361,7.361,5,9.1,6,6.4,0.97,4.96,0.594,"3,070",1.744,6.318,4.208,,,,"8,975","2,991.67","1,521","sw""An",4,1,{swan},"{sw""An}",1,NN|VB,599.226,-0.591,180.696,25,0.91,693.64,-0.169,129.145,,0.962
sweet,5,"15,494",9.648,145.2,3.87,42.66,3.554,7,9,13,5,5,7.1,6.302,6.758,6.47,6.47,1,9.7,6,6.7,1.36,4,0.626,"5,156",1.677,4.53,3.125,7.77,4.14,6.12,"6,183","1,545.75","1,414","sw""it",4,1,{sweet},"{sw""it}",1,JJ|NN,555.824,-0.792,163.918,21,0.97,628.429,-0.428,98.321,,0.955
sword,5,"16,752",9.726,26.18,3.126,5.51,2.666,3,26,30,0,0,6.7,6.771,6.743,,,0,,3,6.7,1.45,4.93,0.619,"4,816",1.333,5.45,5.462,5.27,5.95,6,"7,608","1,902.00","1,002","s""Ord",4,1,{sword},"{s""Ord}",1,NN,571.182,-0.682,122.692,27,0.97,679.667,-0.226,150.443,,0.964
teal,4,377,5.932,0.51,1.431,0.17,1.176,17,49,49,15,15,8,7.281,7.281,7.621,7.621,12,9.2,5,5,0.75,4.07,0.411,0,0.871,9.42,1.435,5.7,3.73,5.7,"17,568","5,856.00","2,277","t""il",3,1,{teal},"{t""il}",1,NN|JJ,751.483,-0.064,207.271,26,0.85,626.923,-0.41,115.848,,0.963
tent,4,"3,187",8.067,17.49,2.951,5.31,2.649,17,25,25,14,14,8.8,7.906,7.906,8.925,8.925,10,10.1,7,6.8,0.92,4.96,0.57,"1,042",1.452,5.16,5.5,6.23,3.38,5.91,"21,097","7,032.33","2,536","t""Ent",4,1,{tent},"{t""Ent}",1,NN,579.182,-0.731,270.384,28,0.97,574.286,-0.715,70.261,,1
